epoch,acc,f1,loss,val_acc,val_f1,val_loss
0,0.385201126,0.112075796,1.289323714,0.432792584,0.266105604,1.195245862
1,0.449428903,0.249259284,1.148860315,0.480590962,0.329345943,1.091522178
2,0.478728687,0.305895689,1.080437337,0.50405562,0.362480502,1.046183341
3,0.487336534,0.325227388,1.050523787,0.496813441,0.36923429,1.026734541
4,0.496606522,0.342789409,1.025393556,0.528389339,0.360055197,0.994157924
5,0.518291674,0.353194908,1.003338834,0.522885284,0.37442994,0.984396457
6,0.521602384,0.372783789,0.984836686,0.549826188,0.407467096,0.954240927
7,0.537328257,0.385021833,0.961118509,0.555330243,0.408285292,0.937646826
8,0.54237709,0.416872432,0.945014713,0.559965237,0.413169388,0.921481725
9,0.550653865,0.429400814,0.930828163,0.537949015,0.40925282,0.951423968
10,0.552805827,0.439670997,0.922188152,0.56170336,0.450005558,0.898668617
11,0.559592783,0.456542679,0.911480359,0.565469293,0.505313513,0.891548349
12,0.563482867,0.471103235,0.904490532,0.592989571,0.499204804,0.883944326
13,0.571759643,0.468933093,0.896988478,0.592989571,0.507958621,0.874932374
14,0.577718921,0.47712092,0.891633594,0.589513326,0.476235973,0.874979055
15,0.577056779,0.486037592,0.887303668,0.575028969,0.47193649,0.872723436
16,0.583098825,0.487403052,0.882238283,0.572421784,0.497717431,0.939026079
17,0.578215527,0.497131259,0.880452231,0.594727694,0.512980628,0.868039974
18,0.584423109,0.506730156,0.871789399,0.579663963,0.5289391,0.852581068
19,0.588478729,0.512147192,0.865599958,0.579374276,0.531904001,0.86502515
20,0.586492303,0.519618147,0.862211965,0.622247972,0.530474919,0.846133789
21,0.594520775,0.521317258,0.857030341,0.604577057,0.54017037,0.841814423
22,0.588561496,0.528931816,0.85571863,0.585747393,0.504208698,0.851003252
23,0.589471942,0.527070215,0.854205609,0.572421785,0.537629282,0.857470194
24,0.592699884,0.532823365,0.849410918,0.6103708,0.540512449,0.850962652
25,0.593693097,0.533315764,0.847861191,0.581112399,0.536725871,0.847269114
26,0.596010594,0.536649913,0.845870234,0.594727694,0.529511682,0.837444094
27,0.598328091,0.544488541,0.845640949,0.615005794,0.522402172,0.837311677
28,0.601059427,0.536519719,0.842715837,0.605156432,0.552908282,0.837249761
29,0.600645588,0.543231205,0.844060284,0.623986095,0.564743289,0.843305534
30,0.601390498,0.546325873,0.846716833,0.599652375,0.558963711,0.834717509
31,0.599238537,0.536581185,0.842057678,0.601390498,0.535639549,0.841019102
32,0.604039066,0.554880768,0.834814308,0.570104287,0.526670223,0.853343459
33,0.600314517,0.553749553,0.83748283,0.625724218,0.5360176,0.833077235
34,0.603956299,0.556560463,0.831825268,0.615874855,0.569590055,0.831074087
35,0.60279755,0.554594877,0.83647126,0.599362688,0.537236212,0.843737256
36,0.609998345,0.551135964,0.83211138,0.595017381,0.537076917,0.858338216
37,0.606770402,0.547920861,0.833490593,0.581691773,0.546219403,0.843618548
38,0.613143519,0.551223492,0.832366092,0.591541135,0.563863626,0.824325031
39,0.611736467,0.55314948,0.82986675,0.622537659,0.566168832,0.822147304
40,0.6116537,0.55452163,0.831406525,0.599652376,0.518677876,0.849771344
41,0.616040391,0.56027822,0.827101499,0.630938587,0.564030809,0.820458768
42,0.61090879,0.558735082,0.826402167,0.620509849,0.551846714,0.827206945
43,0.617695746,0.560431408,0.826005734,0.615295481,0.602375271,0.810609206
44,0.603625228,0.550542379,0.836833246,0.638470452,0.544782907,0.816729985
45,0.619185565,0.557249333,0.821313582,0.591541136,0.564033455,0.825945524
46,0.624317166,0.565232417,0.818108603,0.611819235,0.579467773,0.822395166
47,0.625972521,0.566317255,0.817698141,0.623406721,0.59661022,0.804420569
48,0.60610826,0.547952235,0.838199835,0.594727695,0.549956931,0.845498051
49,0.618440656,0.564102232,0.818234208,0.606604867,0.583878941,0.822289943
50,0.62564145,0.575228542,0.812542643,0.628910777,0.565405404,0.803345101
51,0.621916901,0.56841374,0.817677087,0.622827347,0.585046679,0.803818278
52,0.629614302,0.569722755,0.815460568,0.618192353,0.582161554,0.802352138
53,0.622247972,0.568540468,0.816086008,0.600521437,0.55186509,0.815091511
54,0.615129945,0.564919157,0.821247729,0.635573581,0.592932767,0.801751164
55,0.623323953,0.578025885,0.814371715,0.616164542,0.582774012,0.840845824
56,0.625972521,0.576573529,0.812003872,0.588933951,0.555029877,0.807906399
57,0.626551895,0.579143219,0.806853059,0.633835458,0.583285231,0.796903418
58,0.613391823,0.565636885,0.827975869,0.605735806,0.586218917,0.807490854
59,0.635076974,0.581006102,0.806146266,0.655561993,0.602126114,0.794980174
60,0.62713127,0.579675567,0.809279983,0.621378911,0.587009979,0.791459163
61,0.629614302,0.585852811,0.809190071,0.60428737,0.597849082,0.799884257
62,0.633338851,0.588001287,0.807010021,0.638760139,0.604606461,0.798564906
63,0.62382056,0.581213527,0.813249421,0.636152955,0.612380725,0.79556877
