epoch,acc,f1,loss,val_acc,val_f1,val_loss
0,0.27676650676608144,0.012247936093963062,1.4515976462363407,0.26614538075058763,0.0,1.3858092059406928
1,0.2892603011699814,0.005163330753059078,1.3803738184999437,0.26614538075058763,0.0,1.3837084572038338
2,0.29397650176220613,0.006920751358684317,1.3746434187585306,0.26614538075058763,0.0,1.3871765779199166
3,0.30233327823227335,0.006764633044410616,1.3726507261180925,0.2658557775070313,0.0,1.3699719707343738
4,0.3117656792786349,0.018058532213071868,1.368408607327936,0.2849695917629968,0.0,1.3740008793946041
5,0.31466159188508713,0.027675529707352018,1.3586654334436796,0.33970460479514275,0.05022352484540079,1.3348442476589093
6,0.3125103425056398,0.033608062021728974,1.3562259753768695,0.3463654793969383,0.05022352484540079,1.33586757289407
7,0.3078768823875924,0.034125454445809854,1.355142664814674,0.29220967285190497,0.05022352484540079,1.3448890410676542
8,0.3050637100531174,0.03706212819606465,1.3544856312652505,0.29220967285190497,0.05022352484540079,1.3428485333798694
9,0.3020023167103741,0.03851953623272342,1.3536163693959402,0.29192006960834865,0.05019911569903251,1.3461700392017977
10,0.3040708257561978,0.04113095454364921,1.3491583677113854,0.3020561831328201,0.05022352484540079,1.3404572817887772
11,0.30349164321863276,0.03798113557001958,1.3544394056192992,0.29220967285190497,0.05022352484540079,1.3440882931437799
12,0.3089525070921112,0.03806279883486495,1.3521161393655288,0.3394150015515864,0.05022352484540079,1.3329029429521624
13,0.29430746323971996,0.034478100812259584,1.3579265506540172,0.29192006960834865,0.05022352484540079,1.3434185169069726
14,0.29414198246890694,0.037851703713395114,1.3562575004244017,0.29220967285190497,0.05022352484540079,1.3444990883555719
15,0.28363395663418756,0.035710252699385645,1.356185658767526,0.29220967285190497,0.05022352484540079,1.3442578374079404
16,0.2860334271501276,0.035654403191616495,1.3558533135459416,0.29220967285190497,0.05022352484540079,1.3443909707775055
17,0.2866953499522723,0.03416530800705593,1.3571820224966806,0.29220967285190497,0.05022352484540079,1.3450584494477247
18,0.28744001319900403,0.03614738348815371,1.355466376486429,0.29220967285190497,0.05022352484540079,1.3452813455135346
19,0.28884659942049035,0.03553993315683302,1.3560584245011367,0.29220967285190497,0.05022352484540079,1.3446468953080983
20,0.2884328975625017,0.03722239738561727,1.3547963994278844,0.29220967285190497,0.05022352484540079,1.3444175881439107
21,0.28470958130911606,0.03839566230024306,1.3533951777526525,0.29220967285190497,0.05022352484540079,1.3443118026558296
22,0.2862816481978495,0.037312700893238605,1.3546914824898149,0.29192006960834865,0.05022352484540079,1.3450753220329759
23,0.2881846764728602,0.03970239902398808,1.3527510495211892,0.29192006960834865,0.05022352484540079,1.3443976217789682
24,0.28528876388366897,0.037312641103038245,1.354717450723454,0.29192006960834865,0.05022352484540079,1.3443413539931217
25,0.29099784876048396,0.037180377393295175,1.3546746410361667,0.29192006960834865,0.05019911569903251,1.3471126527051598
