epoch,acc,f1,loss,val_acc,val_f1,val_loss
0,0.25549564495565286,0.001044393307635617,1.4040205503587948,0.26567944264716525,0.0,1.3864248160285817
1,0.2608046453728907,0.0,1.3883906025651183,0.2674216028912973,0.0,1.3866629133933375
2,0.2593114889815159,0.0,1.3878647376273687,0.2674216028912973,0.0,1.383237740442451
3,0.2560763168537681,0.0,1.388858427570253,0.2674216028912973,0.0,1.3863575447450254
4,0.25964330153216075,0.0,1.3879351837810072,0.2494192799590052,0.0,1.389885961109476
5,0.2576524263852763,0.0,1.388734414724827,0.26567944264716525,0.0,1.3885555530397458
6,0.26636250518209853,0.0,1.3888251385121166,0.2494192799590052,0.0,1.3840100424630302
7,0.2591455827581096,0.0,1.3891380365435784,0.26567944264716525,0.0,1.3957320242670217
8,0.25765242635190166,0.0,1.3924289093330064,0.2494192799590052,0.0,1.4017526350231813
9,0.25391953545751933,0.0,1.3897523436987365,0.26567944264716525,0.0,1.389295469316179
10,0.2575694732537956,0.0,1.3894410761200704,0.2674216028912973,0.0,1.388439023259348
11,0.2540854417007032,0.0,1.3888647092817632,0.26567944264716525,0.0,1.3848558199114915
12,0.25649108253342146,0.0,1.389331302895975,0.2494192799590052,0.0,1.3854391609473233
13,0.2579842388802967,0.0,1.3891590266443297,0.21747967472752075,0.0,1.4081680733152382
14,0.25707175443400887,0.0,1.3901951480930348,0.2494192799590052,0.0,1.3862664291113789
15,0.25715470760257253,0.0,1.3892364597775442,0.2494192799590052,0.0,1.3854251044967865
16,0.2552467855612107,0.0,1.390608635457014,0.2674216028912973,0.0,1.384847562072169
17,0.25956034838955516,0.0,1.3880000146085025,0.2494192799590052,0.0,1.387039982760271
18,0.2537536291859052,0.0,1.3908854769750632,0.2494192799590052,0.0,1.3884064713698507
19,0.26337619245744553,0.0,1.389508337838083,0.26567944264716525,0.0,1.3850051033095339
20,0.2570717544710918,0.0,1.3873789023482814,0.26567944264716525,0.0,1.395774269630131
21,0.2558274574815757,0.0,1.3896833879133816,0.2494192799590052,0.0,1.3838690027819556
22,0.26155122355127275,0.0,1.386801134081413,0.2674216028912973,0.0,1.3873498892534901
23,0.2579842388914216,0.0,1.3888143538044282,0.2674216028912973,0.0,1.3853060333847862
24,0.2511820821100031,0.0,1.3891777294199281,0.26567944264716525,0.0,1.3865514467540656
25,0.26072169223028513,0.0,1.3901689663510854,0.26567944264716525,0.0,1.3841429328530785
26,0.25167980089888736,0.0,1.3913963742001034,0.2674216028912973,0.0,1.383795886228032
27,0.25358772294890186,0.0,1.3902086846218322,0.2674216028912973,0.0,1.3878021836973096
28,0.2632932392950624,0.0,1.3886267683210338,0.2494192799590052,0.0,1.3891587802895824
29,0.25391953543774176,0.0,1.3922511795851662,0.2674216028912973,0.0,1.38479455464393
30,0.25574450436121987,0.0,1.3893457830520846,0.2494192799590052,0.0,1.3861962781135213
