epoch,acc,f1,loss,val_acc,val_f1,val_loss
0,0.25596368138917064,0.011360810189713539,1.6386398490971885,0.2626408552785927,0.0,1.3861584238357125
1,0.2594304580999415,0.0024235424993454403,1.4425788403442956,0.2626408552785927,0.0,1.3844746009561582
2,0.26479570780516754,0.0,1.3895604593518642,0.2594625830684773,0.0,1.4034329265640224
3,0.2540652084199299,0.0,1.390410755431411,0.2594625830684773,0.0,1.387128607657079
4,0.259760627336262,0.0,1.3874980222475317,0.2594625830684773,0.0,1.385910656403269
5,0.25753198514361547,0.0,1.3884750261515366,0.2594625830684773,0.0,1.3967519290390058
6,0.26264960792652103,0.0,1.387907426582601,0.2594625830684773,0.0,1.3884107048061671
7,0.2564589351969123,0.0,1.3890903034241693,0.2594625830684773,0.0,1.3987857344797394
8,0.2572843582237549,0.0,1.3890816527656715,0.2626408552785927,0.0,1.394470559624157
9,0.2626496079388208,0.0,1.388433025161737,0.2626408552785927,0.0,1.390309710510891
10,0.26718943456554534,0.0,1.388546625976468,0.2594625830684773,0.0,1.389235966538322
11,0.2561287659728916,0.0,1.388860309119073,0.2536839063897432,0.0,1.3871278826538038
12,0.26463062318700725,0.0,1.3884523659268047,0.2536839063897432,0.0,1.3910784044902265
13,0.26248452331881555,0.0,1.388317447184926,0.2626408552785927,0.0,1.397739631528284
14,0.2562113082979614,0.0,1.3885577540726293,0.2536839063897432,0.0,1.3875782820435143
15,0.26116384647623647,0.0,1.3906955596882107,0.2594625830684773,0.0,1.3884225542646582
16,0.26595130004373113,0.0,1.3884688626327546,0.2242126553062413,0.0,1.390437751242068
17,0.25744944285421495,0.0,1.3898955726249622,0.2242126553062413,0.0,1.3912218240808456
18,0.265125876992289,0.0,1.3898881971959087,0.2626408552785927,0.0,1.3881180484458153
19,0.2641353693669658,0.0,1.3878516723831182,0.2594625830684773,0.0,1.3913962069841797
20,0.26182418488491876,0.0,1.3885294921625462,0.2594625830684773,0.0,1.389345431424262
21,0.26083367724975576,0.0,1.3888863682500892,0.2594625830684773,0.0,1.39045976862264
22,0.2581923235805872,0.0,1.390286665350457,0.2626408552785927,0.0,1.3881143587443636
23,0.26636401155838235,0.0,1.3894906283015316,0.2536839063897432,0.0,1.3863296894901787
24,0.26009079651354367,0.0,1.3895520684938514,0.2594625830684773,0.0,1.3844755911406876
25,0.26182418488491876,0.0,1.3876002807436134,0.2626408552785927,0.0,1.385956207819324
26,0.260998761867916,0.0,1.3896663424991351,0.2536839063897432,0.0,1.3895214456452416
27,0.2586875773735692,0.0,1.3884923438616543,0.2626408552785927,0.0,1.3879277355165986
28,0.260338423444474,0.0,1.389865122597128,0.2626408552785927,0.0,1.3862630074095155
29,0.25736690052668515,0.0,1.39031372766971,0.2536839063897432,0.0,1.3882323339887177
30,0.26652909616424286,0.0,1.389508149823619,0.2536839063897432,0.0,1.3900359531111608
