epoch,acc,f1,loss,precision,recall,val_acc,val_f1,val_loss,val_precision,val_recall
0,0.29236793869178584,0.014782707366600093,1.4000506855968315,0.17343368754349556,0.008165305782369604,0.2741324002557122,0.0,1.3827290122312232,0.0,0.0
1,0.2972837860505594,0.004554623128016618,1.3787639173462558,0.1124256973444591,0.0023329445092484585,0.2741324002557122,0.0,1.3823344420677512,0.0,0.0
2,0.30869855025404197,0.007654504882476863,1.372082946678337,0.1928567296762185,0.003916013997667055,0.2741324002557122,0.0,1.3834250993303114,0.0,0.0
3,0.31678053660206823,0.01257260597421614,1.3636488767290806,0.23951562272173388,0.006498916847192135,0.2741324002557122,0.0,1.3866016287329455,0.0,0.0
4,0.33011164806362314,0.014942111601096117,1.3555933660198263,0.2696439332712533,0.007748708548575237,0.2741324002557122,0.0,1.3924301963882915,0.0,0.0
5,0.3356940510212988,0.01778558785071911,1.3400555411848778,0.293817685576523,0.009248458590234961,0.2741324002557122,0.0,1.3958978097756565,0.0,0.0
6,0.35419096819183626,0.03215788556283026,1.3192530022007567,0.449888493950775,0.016913847692361712,0.2741324002557122,0.0,1.3932042265814433,0.0,0.0
7,0.3591068155506098,0.03589759725587524,1.3044157158313363,0.4589838078172579,0.01891351441426429,0.27325750961704204,0.0,1.4159212968341808,0.0,0.0
8,0.3704382603098166,0.0691356265312472,1.295581103364461,0.5121806741773913,0.03874354274287619,0.28638086919709455,0.0,1.3806139705270815,0.0,0.0
9,0.3792701216662572,0.07837720728517969,1.2788720499811679,0.545365033775861,0.044075987335754484,0.28696412962287465,0.0,1.3718025066929749,0.0,0.0
10,0.3956840526827215,0.1407337847192612,1.2682765602688058,0.5273943588229502,0.08281953008452807,0.30271216109286386,0.0,1.3882836620047685,0.0,0.0
11,0.39626728878520245,0.10813347444278441,1.2639065077852714,0.575302389100718,0.06190634894805081,0.30271216109286386,0.025350439962196294,1.3841949068585648,0.5039369722746245,0.013123359580052493
12,0.40251624730205043,0.07807083249866834,1.2614208851192736,0.63700932110375,0.04232627895971553,0.30271216109286386,0.025350439962196294,1.385069082589148,0.5039369722746245,0.013123359580052493
13,0.3999333444624578,0.09012650538635063,1.2585097024329919,0.5942005198948623,0.05049158473587735,0.30271216109286386,0.055372205445285996,1.3770304975651484,0.8880139559759417,0.028871391090238778
14,0.4028495251139171,0.15086514600722556,1.2521633340247251,0.5669819673107696,0.08865189135268298,0.31466899982135615,0.055372205445285996,1.3355107561218804,0.8880139559759417,0.028871391090238778
15,0.4010164972752894,0.12799937695009056,1.2420699430334432,0.5798853487993078,0.07382102982867234,0.30271216109286386,0.055372205445285996,1.358910578790021,0.8880139559759417,0.028871391090238778
16,0.3988501916496262,0.07675936492835059,1.2448196916098675,0.5959763723181757,0.041743042826195634,0.31466899982135615,0.055372205445285996,1.3068350422796058,0.8880139559759417,0.028871391090238778
17,0.40251624730205043,0.08539970116831028,1.2369934416993262,0.6518021621290514,0.04724212631290207,0.3073782444991047,0.055372205445285996,1.3036148492849822,0.8880139559759417,0.028871391090238778
18,0.4079320113662083,0.10722129251773785,1.237000920200046,0.5910070342553534,0.061156473921013164,0.30300379130575394,0.055372205445285996,1.354136888158325,0.8880139559759417,0.028871391090238778
19,0.4058490251724054,0.0690991639137427,1.2324373963435,0.6878980429366,0.03691051491418097,0.30300379130575394,0.055372205445285996,1.3292736501309919,0.8880139559759417,0.028871391090238778
20,0.4001833027977682,0.0905436240235948,1.232138322007952,0.6526560021169859,0.05015830694915225,0.30300379130575394,0.055372205445285996,1.323596014542634,0.8880139559759417,0.028871391090238778
21,0.403599400114882,0.07527759202399506,1.2270563713532054,0.6622801345897662,0.04065989002453806,0.30300379130575394,0.055372205445285996,1.3082229704855481,0.8880139559759417,0.028871391090238778
22,0.4034327612859252,0.07368997288652111,1.2369365691145426,0.7048470681954415,0.03941009832315496,0.30300379130575394,0.055372205445285996,1.3479192330281704,0.8880139559759417,0.028871391090238778
23,0.40701549741709714,0.07318146796727891,1.2240328546206845,0.6851889745848633,0.039076820530532456,0.3280839896142987,0.055372205445285996,1.2629770293949156,0.8880139559759417,0.028871391090238778
24,0.40818196968662007,0.07518110993782136,1.2297257044537429,0.6396622836560016,0.0409098483586069,0.3149606300342462,0.055372205445285996,1.2662632987880957,0.8880139559759417,0.028871391090238778
25,0.407098816863856,0.07070772056827107,1.2283274446839274,0.6754799073208493,0.03791034827652901,0.30300379130575394,0.055372205445285996,1.263912093329965,0.8880139559759417,0.028871391090238778
26,0.4075987335742066,0.14782224255111928,1.2300504393983613,0.5793298831126666,0.08631894684281374,0.30300379130575394,0.055372205445285996,1.3173011787850644,0.8880139559759417,0.028871391090238778
27,0.4104315947491096,0.07833722150774225,1.2260469405815178,0.674936714479872,0.04249291784733589,0.30300379130575394,0.055372205445285996,1.2632753259414624,0.8880139559759417,0.028871391090238778
28,0.4110148308714555,0.14200612681582162,1.2233127692285686,0.6183958752237545,0.08281953007863067,0.30300379130575394,0.055372205445285996,1.2963124768106122,0.8880139559759417,0.028871391090238778
29,0.4111814697749057,0.07566183288978191,1.2193230842077976,0.7047857084466584,0.04049325112543331,0.30300379130575394,0.055372205445285996,1.2757953556955781,0.8880139559759417,0.028871391090238778
30,0.40868188637213954,0.09310035098023145,1.2215003293864908,0.6919777979355736,0.051491418097294225,0.3149606300342462,0.055372205445285996,1.2584319157446047,0.8880139559759417,0.028871391090238778
