epoch,acc,f1,loss,val_acc,val_f1,val_loss
0,0.2803461063507412,0.02525367289842968,1.376516010597207,0.2719930776230774,0.0,1.3840075041878488
1,0.2621343222121717,0.0,1.3876831001247159,0.2719930776230774,0.0,1.3839832759914392
2,0.25957972808266355,0.0,1.3901956252419119,0.26218632827205346,0.0,1.3837318953018145
3,0.2634528224611656,0.0,1.387572076402184,0.2719930776230774,0.0,1.3887725567865825
4,0.2609806345650626,0.0,1.392237525090397,0.2497836746638606,0.0,1.390028606858486
5,0.2646065101414293,0.0,1.387976493077068,0.2497836746638606,0.0,1.3966115628534894
6,0.2581788215941247,0.0,1.3889782856951833,0.2497836746638606,0.0,1.3847424655955016
7,0.2543057272438655,0.0,1.3912334090159368,0.2497836746638606,0.0,1.3925845753675514
8,0.25232797692993025,0.0,1.3891379985683585,0.21603691953556456,0.0,1.4051006545517126
9,0.25883807174011075,0.0,1.3889202053575394,0.2719930776230774,0.0,1.386948678243872
10,0.257849196585599,0.0,1.3879495784879763,0.2497836746638606,0.0,1.38882204126067
11,0.26238154104377787,0.0,1.390758020680384,0.26218632827205346,0.0,1.3874095782512954
12,0.25628347757622005,0.0,1.3879089452231133,0.2719930776230774,0.0,1.387070800888803
13,0.2629583848839097,0.0,1.3888481713638023,0.26218632827205346,0.0,1.3873877068366378
14,0.2576843840451117,0.0,1.3899100793650674,0.26218632827205346,0.0,1.394326829380765
15,0.2609806345601508,0.0,1.3888610746617862,0.2719930776230774,0.0,1.3866303527874393
16,0.25241038321122544,0.0,1.3894637442145958,0.2719930776230774,0.0,1.3871408919625163
17,0.2660898228584615,0.0,1.3884018980233719,0.2719930776230774,0.0,1.3850605551433866
18,0.24820766382910953,0.0,1.3908277319250748,0.26218632827205346,0.0,1.3843045071700069
19,0.25801400908801997,0.0,1.3883697834926523,0.26218632827205346,0.0,1.388932395366485
20,0.25554182122507163,0.0,1.3901726795510103,0.2719930776230774,0.0,1.3839266387880589
