epoch,acc,f1,loss,precision,recall,val_acc,val_f1,val_loss,val_precision,val_recall
0,0.21499339498018494,0.21367233182590262,12.596254065298183,0.21367239101717306,0.21367239101717306,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
1,0.21499339498018494,0.21499333561175407,12.652811437175957,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
2,0.21499339498018494,0.21499333576923002,12.652811391822885,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
3,0.21499339498018494,0.21499333561175407,12.652811413239613,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
4,0.21499339498018494,0.21499333561175407,12.652811401901346,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
5,0.21499339498018494,0.21499333571017654,12.652811405680769,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
6,0.21499339498018494,0.21499333592670597,12.652811393082693,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
7,0.21499339498018494,0.21499333561175407,12.65281141953865,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
8,0.21499339498018494,0.21499333561175407,12.652811428357305,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
9,0.21499339498018494,0.2149933355330161,12.652811418278844,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
10,0.21499339498018494,0.21499333576923002,12.652811403161154,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
11,0.21499339498018494,0.21499333576923002,12.652811413239613,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
12,0.21499339498018494,0.21499333561175407,12.652811467411338,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
13,0.21499339498018494,0.2149933355330161,12.65281140442096,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
14,0.21499339498018494,0.2149933355330161,12.652811424577882,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
15,0.21499339498018494,0.21499333602512843,12.65281141575923,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
16,0.21499339498018494,0.21499333576923002,12.652811403161154,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
17,0.21499339498018494,0.21499333561175407,12.652811413239613,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
18,0.21499339498018494,0.214993335847968,12.652811414499421,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
19,0.21499339498018494,0.214993335847968,12.652811372925772,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
20,0.21499339498018494,0.21499333600544393,12.652811408200384,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
21,0.21499339498018494,0.21499333561175407,12.652811400641538,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
22,0.21499339498018494,0.2149933355330161,12.652811347729621,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
23,0.21499339498018494,0.214993335847968,12.652811422058267,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
24,0.21499339498018494,0.21499333569049206,12.652811383004233,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
25,0.21499339498018494,0.21499333569049206,12.652811428357305,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
26,0.21499339498018494,0.21499333569049206,12.652811423318074,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
27,0.21499339498018494,0.21499333576923002,12.652811418278844,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
28,0.21499339498018494,0.21499333569049206,12.652811418278844,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
29,0.21499339498018494,0.21499333569049206,12.652811408200384,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
30,0.21499339498018494,0.21499333561175407,12.652811447254418,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
31,0.21499339498018494,0.21499333563143858,12.652811390563079,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
32,0.21499339498018494,0.2149933355330161,12.652811396862116,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
33,0.21499339498018494,0.21499333561175407,12.652811408200384,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
34,0.21499339498018494,0.21499333545427815,12.652811408200384,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
35,0.21499339498018494,0.21499333592670597,12.652811372925772,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
36,0.21499339498018494,0.214993335847968,12.652811396862116,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
37,0.21499339498018494,0.21499333561175407,12.652811413239613,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
38,0.21499339498018494,0.2149933355330161,12.652811411979807,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
39,0.21499339498018494,0.2149933355330161,12.652811433396534,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
40,0.21499339498018494,0.21499333545427815,12.652811403161154,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
41,0.21499339498018494,0.21499333561175407,12.652811428357305,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
42,0.21499339498018494,0.2149933355330161,12.652811365366928,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
43,0.21499339498018494,0.21499333576923002,12.652811377965003,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
44,0.21499339498018494,0.21499333576923002,12.652811406940575,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
45,0.21499339498018494,0.21499333576923002,12.652811438435766,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
46,0.21499339498018494,0.21499333586765249,12.652811375445387,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
47,0.21499339498018494,0.21499333616291988,12.652811448514225,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
48,0.21499339498018494,0.21499333561175407,12.652811356548273,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
49,0.21499339498018494,0.21499333571017654,12.65281141575923,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
50,0.21499339498018494,0.21499333569049206,12.652811444734803,0.21499339498018494,0.21499339498018494,0.21705202312138727,0.21705196413690644,12.619630308647377,0.21705202312138727,0.21705202312138727
