epoch,acc,f1,loss,precision,recall,val_acc,val_f1,val_loss,val_precision,val_recall
0,0.2632100396301189,0.01337238958245697,1.4077136636252763,0.24683901317210935,0.006935270805812417,0.3627167630057804,0.0,1.3848412960250942,0.0,0.0
1,0.2778236459709379,0.003564628252028789,1.3933473499479507,0.10479963644650055,0.0018163804491413474,0.2728323699421965,0.0,1.3847516197689695,0.0,0.0
2,0.29136393659180976,0.0030670193770760117,1.3894398665963579,0.0783795615955892,0.0015686922060766182,0.2728323699421965,0.0,1.384470187170657,0.0,0.0
3,0.2992899603698811,0.001788435919675361,1.3889641305099547,0.058124167443581586,0.0009081902245706737,0.2728323699421965,0.0,1.3840483890103468,0.0,0.0
4,0.2944187582562748,0.0016258508360685099,1.3854859265814998,0.05284015222143781,0.0008256274768824307,0.2728323699421965,0.0,1.3837534923773969,0.0,0.0
5,0.29722589167767505,0.000650340334427404,1.3827934887166697,0.02113606088857512,0.00033025099075297226,0.2728323699421965,0.0,1.3834615125821506,0.0,0.0
6,0.30036327608982827,0.0009755105016411059,1.38155751892881,0.031704091332862686,0.0004953764861294584,0.2728323699421965,0.0,1.3832382313777947,0.0,0.0
7,0.30250990752972257,0.0009730470759235568,1.3815467105673989,0.02906208403674268,0.0004953764861294584,0.2728323699421965,0.0,1.3830065024381428,0.0,0.0
8,0.2994550858652576,0.00048775525082055295,1.3817673387741634,0.015852045666431343,0.0002476882430647292,0.2728323699421965,0.0,1.3828413388632625,0.0,0.0
9,0.30242734478203437,0.000325170167213702,1.3804180721310675,0.01056803044428756,0.00016512549537648613,0.2728323699421965,0.0,1.3826869480871742,0.0,0.0
10,0.29912483487450464,0.00048775525082055295,1.3798017114440233,0.015852045666431343,0.0002476882430647292,0.2728323699421965,0.0,1.382550292483644,0.0,0.0
11,0.30184940554821665,0.0011331687731818447,1.3781269177735402,0.03170409196276646,0.0005779392338177015,0.2728323699421965,0.0,1.3822897476957023,0.0,0.0
12,0.30713342140026423,0.000325170167213702,1.378895384474821,0.01056803044428756,0.00016512549537648613,0.2728323699421965,0.0,1.38210137042007,0.0,0.0
13,0.3068031704095112,0.0011380955852479569,1.3764349576504102,0.036988106555006464,0.0005779392338177015,0.2728323699421965,0.0,1.3818184746483158,0.0,0.0
14,0.30663804491413477,0.0011380955852479569,1.3779925024493682,0.036988106555006464,0.0005779392338177015,0.2728323699421965,0.0,1.3816470613369363,0.0,0.0
15,0.3096103038309115,0.001135632159530408,1.374814679002195,0.03434609925888646,0.0005779392338177015,0.2728323699421965,0.0,1.3813581076660597,0.0,0.0
16,0.30672060766182296,0.0019460941912160996,1.376409265135207,0.05812416807348536,0.0009907529722589167,0.2728323699421965,0.0,1.3811676882594996,0.0,0.0
17,0.3078764861294584,0.001623387410350961,1.3756320523774765,0.0501981449253178,0.0008256274768824307,0.2728323699421965,0.0,1.380917579176798,0.0,0.0
18,0.30952774108322323,0.002924068079205769,1.3733657354407771,0.09247026670246805,0.001486129458388375,0.2728323699421965,0.0,1.3807490161388596,0.0,0.0
19,0.31175693527080584,0.0022688008933432666,1.3746056547253103,0.06605019122165291,0.001155878467635403,0.2728323699421965,0.0,1.380658957586123,0.0,0.0
20,0.30630779392338175,0.0017810456425227136,1.3744566207517879,0.05019814555522158,0.0009081902245706737,0.2728323699421965,0.0,1.3808108032094262,0.0,0.0
21,0.31406869220607664,0.002438776254102765,1.3725873584633932,0.0792602283321567,0.001238441215323646,0.2728323699421965,0.0,1.3802428069142247,0.0,0.0
22,0.3207562747688243,0.0029068242172898833,1.368559698762478,0.07397621562962803,0.001486129458388375,0.2728323699421965,0.0,1.3796149329643028,0.0,0.0
23,0.31786657859973577,0.004365163039578472,1.369467643324576,0.11624833803668205,0.0022291941875825626,0.2728323699421965,0.0,1.3793543385632465,0.0,0.0
24,0.31679326287978865,0.006939720987407503,1.3684579872549605,0.17877585333593612,0.003550198150594452,0.2728323699421965,0.0,1.3798484319896367,0.0,0.0
25,0.32166446499339496,0.0067698895301340125,1.3651810612042325,0.1677674886572471,0.0034676354029062086,0.2728323699421965,0.0,1.379365792302038,0.0,0.0
26,0.32414134742404227,0.006136575721135385,1.3678406699015568,0.16116246852723579,0.0031373844121532365,0.2728323699421965,0.0,1.3790990407756298,0.0,0.0
27,0.32521466314398945,0.0077162100053841404,1.3641902046128025,0.17789518628441672,0.003963011889035667,0.2728323699421965,0.0,1.378754622123145,0.0,0.0
28,0.33082892998679,0.007721772665942833,1.3639403118639988,0.18952001834010196,0.003963011889035667,0.2728323699421965,0.0,1.3784999604859105,0.0,0.0
29,0.32777410832232495,0.006445010220988739,1.362796105985755,0.16292380719707697,0.0033025099075297227,0.2728323699421965,0.0,1.3784128390295658,0.0,0.0
30,0.32207727873183617,0.00805229191696628,1.3624376060153252,0.21012767649389794,0.004128137384412154,0.2728323699421965,0.0,1.3784806426549923,0.0,0.0
31,0.3329755614266843,0.010309960392932438,1.3589619697321358,0.249229393988021,0.005284015852047556,0.2728323699421965,0.0,1.3771390945236117,0.0,0.0
32,0.33388375165125495,0.007821022096130618,1.3597225703525417,0.16468514838653323,0.00404557463672391,0.2728323699421965,0.0,1.3781979289358062,0.0,0.0
33,0.3342140026420079,0.01059904893370569,1.358087178737988,0.23601935719246908,0.005449141347424042,0.2728323699421965,0.0,1.3773767898537521,0.0,0.0
34,0.330168428005284,0.010768803523034054,1.3571334549741354,0.24394538034063665,0.005531704095112285,0.2728323699421965,0.0,1.3770517482922946,0.0,0.0
